0,0.0,0.75
0,5.0,0.3157894736842105
0,10.0,0.35294117647058826
0,15.0,0.5789473684210527
0,20.0,0.6666666666666666
0,25.0,0.3333333333333333
0,30.0,0.5
0,35.0,0.625
0,40.0,0.6666666666666666
0,45.0,0.8
0,50.0,0.2
0,55.0,0.3333333333333333
0,60.0,0.375
0,65.0,0.5
0,70.0,0.6666666666666666
0,75.0,0.16666666666666666
0,80.0,0.3888888888888889
0,85.0,0.6666666666666666
0,90.0,0.631578947368421
0,95.0,0.25
1,0.0,0.0
1,25.0,0.5
1,35.0,0.0
1,60.0,1.0
1,70.0,0.5
1,95.0,1.0
2,0.0,0.0
2,5.0,0.0
2,25.0,0.0
2,45.0,1.0
2,50.0,0.0
2,70.0,1.0
2,90.0,1.0
2,95.0,1.0
3,0.0,0.0
3,5.0,0.0
3,10.0,0.25
3,15.0,0.0
3,20.0,0.5
3,25.0,1.0
3,30.0,0.5
3,35.0,1.0
3,60.0,0.0
3,65.0,0.5
3,70.0,0.0
3,75.0,0.0
3,80.0,1.0
3,85.0,0.75
3,90.0,0.75
3,95.0,1.0
4,0.0,0.0
4,5.0,1.0
4,10.0,0.6
4,15.0,1.0
4,20.0,0.0
4,25.0,1.0
4,30.0,0.5
4,35.0,0.0
4,40.0,0.0
4,55.0,1.0
4,60.0,1.0
4,65.0,0.5
4,70.0,0.0
4,75.0,1.0
4,80.0,0.0
4,85.0,0.4
4,90.0,0.0
4,95.0,1.0
5,0.0,0.5
5,5.0,0.375
5,10.0,0.375
5,15.0,0.5
5,20.0,1.0
5,25.0,0.5
5,35.0,1.0
5,45.0,1.0
5,50.0,0.0
5,60.0,0.0
5,70.0,0.3333333333333333
5,75.0,0.0
5,80.0,0.5
5,85.0,0.625
5,90.0,0.7142857142857143
5,95.0,0.3333333333333333
6,0.0,0.5
6,5.0,0.4166666666666667
6,10.0,0.45454545454545453
6,15.0,0.45454545454545453
6,20.0,0.25
6,25.0,0.5
6,30.0,0.0
6,35.0,1.0
6,40.0,1.0
6,45.0,1.0
6,50.0,0.0
6,55.0,0.0
6,60.0,0.0
6,65.0,1.0
6,70.0,0.5
6,75.0,0.7142857142857143
6,80.0,0.5454545454545454
6,85.0,0.5
6,90.0,0.5833333333333334
6,95.0,0.5
7,0.0,0.5714285714285714
7,5.0,0.47619047619047616
7,10.0,0.4375
7,15.0,0.5952380952380952
7,20.0,0.41935483870967744
7,25.0,0.5333333333333333
7,30.0,0.5555555555555556
7,35.0,0.5
7,40.0,0.4444444444444444
7,45.0,0.8
7,50.0,0.2
7,55.0,0.5555555555555556
7,60.0,0.5
7,65.0,0.4117647058823529
7,70.0,0.4642857142857143
7,75.0,0.5882352941176471
7,80.0,0.38095238095238093
7,85.0,0.5161290322580645
7,90.0,0.5454545454545454
7,95.0,0.42857142857142855
8,0.0,0.4
8,5.0,0.4032258064516129
8,10.0,0.425531914893617
8,15.0,0.4444444444444444
8,20.0,0.3472222222222222
8,25.0,0.5967741935483871
8,30.0,0.5806451612903226
8,35.0,0.45714285714285713
8,40.0,0.47619047619047616
8,45.0,0.5
8,50.0,0.5
8,55.0,0.5
8,60.0,0.5142857142857142
8,65.0,0.36666666666666664
8,70.0,0.3968253968253968
8,75.0,0.6527777777777778
8,80.0,0.5205479452054794
8,85.0,0.5319148936170213
8,90.0,0.5806451612903226
8,95.0,0.6
9,0.0,0.29411764705882354
9,5.0,0.4533333333333333
9,10.0,0.4189189189189189
9,15.0,0.4854368932038835
9,20.0,0.38461538461538464
9,25.0,0.43023255813953487
9,30.0,0.5
9,35.0,0.48
9,40.0,0.42857142857142855
9,45.0,0.4
9,50.0,0.5333333333333333
9,55.0,0.5238095238095238
9,60.0,0.43478260869565216
9,65.0,0.4583333333333333
9,70.0,0.5714285714285714
9,75.0,0.5797101449275363
9,80.0,0.46
9,85.0,0.5194805194805194
9,90.0,0.547945205479452
9,95.0,0.6842105263157895
10,0.0,0.41935483870967744
10,5.0,0.45098039215686275
10,10.0,0.5054945054945055
10,15.0,0.37962962962962965
10,20.0,0.3333333333333333
10,25.0,0.5465116279069767
10,30.0,0.43103448275862066
10,35.0,0.4909090909090909
10,40.0,0.52
10,45.0,0.4666666666666667
10,50.0,0.5263157894736842
10,55.0,0.44
10,60.0,0.46296296296296297
10,65.0,0.5689655172413793
10,70.0,0.43902439024390244
10,75.0,0.6164383561643836
10,80.0,0.6074766355140186
10,85.0,0.4891304347826087
10,90.0,0.48514851485148514
10,95.0,0.5151515151515151
11,0.0,0.3684210526315789
11,5.0,0.3644859813084112
11,10.0,0.46218487394957986
11,15.0,0.3787878787878788
11,20.0,0.4838709677419355
11,25.0,0.4864864864864865
11,30.0,0.5384615384615384
11,35.0,0.30952380952380953
11,40.0,0.47058823529411764
11,45.0,0.4782608695652174
11,50.0,0.45454545454545453
11,55.0,0.4857142857142857
11,60.0,0.6904761904761905
11,65.0,0.4423076923076923
11,70.0,0.46788990825688076
11,75.0,0.5111111111111111
11,80.0,0.5955882352941176
11,85.0,0.5
11,90.0,0.625
11,95.0,0.6341463414634146
12,0.0,0.41116751269035534
12,5.0,0.5041551246537396
12,10.0,0.43521594684385384
12,15.0,0.47058823529411764
12,20.0,0.4411764705882353
12,25.0,0.4566929133858268
12,30.0,0.40804597701149425
12,35.0,0.49122807017543857
12,40.0,0.4742268041237113
12,45.0,0.5339805825242718
12,50.0,0.45544554455445546
12,55.0,0.5104166666666666
12,60.0,0.5029239766081871
12,65.0,0.5714285714285714
12,70.0,0.5298804780876494
12,75.0,0.5355648535564853
12,80.0,0.5172413793103449
12,85.0,0.5451505016722408
12,90.0,0.4958217270194986
12,95.0,0.5588235294117647
13,0.0,0.41329479768786126
13,5.0,0.4655493482309125
13,10.0,0.4684466019417476
13,15.0,0.45012165450121655
13,20.0,0.44376899696048633
13,25.0,0.5184049079754601
13,30.0,0.4589041095890411
13,35.0,0.5095238095238095
13,40.0,0.46060606060606063
13,45.0,0.47368421052631576
13,50.0,0.5133689839572193
13,55.0,0.5146198830409356
13,60.0,0.49029126213592233
13,65.0,0.523972602739726
13,70.0,0.46296296296296297
13,75.0,0.562874251497006
13,80.0,0.543424317617866
13,85.0,0.5119047619047619
13,90.0,0.5212355212355212
13,95.0,0.5702479338842975
14,0.0,0.4380664652567976
14,5.0,0.4676724137931034
14,10.0,0.45645645645645644
14,15.0,0.504225352112676
14,20.0,0.4462025316455696
14,25.0,0.5035714285714286
14,30.0,0.5495495495495496
14,35.0,0.5161290322580645
14,40.0,0.4642857142857143
14,45.0,0.5447761194029851
14,50.0,0.41911764705882354
14,55.0,0.5285714285714286
14,60.0,0.4523809523809524
14,65.0,0.45089285714285715
14,70.0,0.4875444839857651
14,75.0,0.5360501567398119
14,80.0,0.4827586206896552
14,85.0,0.5209580838323353
14,90.0,0.5225806451612903
14,95.0,0.5457227138643068
15,0.0,0.38461538461538464
15,5.0,0.4171270718232044
15,10.0,0.4
15,15.0,0.4179566563467492
15,20.0,0.475177304964539
15,25.0,0.483271375464684
15,30.0,0.39903846153846156
15,35.0,0.4880382775119617
15,40.0,0.45454545454545453
15,45.0,0.45614035087719296
15,50.0,0.5267857142857143
15,55.0,0.5220588235294118
15,60.0,0.4975609756097561
15,65.0,0.580952380952381
15,70.0,0.5018867924528302
15,75.0,0.5265017667844523
15,80.0,0.5683229813664596
15,85.0,0.5758513931888545
15,90.0,0.5730027548209367
15,95.0,0.6099585062240664
16,0.0,0.45933014354066987
16,5.0,0.43769968051118213
16,10.0,0.4356060606060606
16,15.0,0.5074626865671642
16,20.0,0.4217391304347826
16,25.0,0.46017699115044247
16,30.0,0.5056818181818182
16,35.0,0.5263157894736842
16,40.0,0.608
16,45.0,0.5163934426229508
16,50.0,0.45081967213114754
16,55.0,0.40476190476190477
16,60.0,0.474025974025974
16,65.0,0.47126436781609193
16,70.0,0.5426008968609866
16,75.0,0.574468085106383
16,80.0,0.4826254826254826
16,85.0,0.5464684014869888
16,90.0,0.5318471337579618
16,95.0,0.5446009389671361
17,0.0,0.4025974025974026
17,5.0,0.36363636363636365
17,10.0,0.43956043956043955
17,15.0,0.46153846153846156
17,20.0,0.5529411764705883
17,25.0,0.45977011494252873
17,30.0,0.4626865671641791
17,35.0,0.5531914893617021
17,40.0,0.5714285714285714
17,45.0,0.42424242424242425
17,50.0,0.5454545454545454
17,55.0,0.3235294117647059
17,60.0,0.41304347826086957
17,65.0,0.5294117647058824
17,70.0,0.5057471264367817
17,75.0,0.43023255813953487
17,80.0,0.53
17,85.0,0.5434782608695652
17,90.0,0.6166666666666667
17,95.0,0.5802469135802469
18,0.0,0.330188679245283
18,5.0,0.42567567567567566
18,10.0,0.39823008849557523
18,15.0,0.48148148148148145
18,20.0,0.4479166666666667
18,25.0,0.46846846846846846
18,30.0,0.47058823529411764
18,35.0,0.4864864864864865
18,40.0,0.5882352941176471
18,45.0,0.5128205128205128
18,50.0,0.4523809523809524
18,55.0,0.3541666666666667
18,60.0,0.4868421052631579
18,65.0,0.5
18,70.0,0.5233644859813084
18,75.0,0.5360824742268041
18,80.0,0.5112781954887218
18,85.0,0.5726495726495726
18,90.0,0.5833333333333334
18,95.0,0.6576576576576577
19,0.0,0.41488451668092385
19,5.0,0.4288
19,10.0,0.4284164859002169
19,15.0,0.47094430992736075
19,20.0,0.470976253298153
19,25.0,0.449438202247191
19,30.0,0.45791245791245794
19,35.0,0.4735099337748344
19,40.0,0.46887966804979253
19,45.0,0.4613821138211382
19,50.0,0.5264227642276422
19,55.0,0.5289256198347108
19,60.0,0.5183333333333333
19,65.0,0.5411764705882353
19,70.0,0.5419630156472262
19,75.0,0.5259067357512953
19,80.0,0.5312883435582823
19,85.0,0.5611353711790393
19,90.0,0.5664786462530218
19,95.0,0.5794785534062237
20,0.0,0.4240506329113924
20,5.0,0.4397076735688185
20,10.0,0.4527736131934033
20,15.0,0.42128935532233885
