0.0,0.25
1.0,0.5217391304347826
2.0,0.43478260869565216
3.0,0.41379310344827586
4.0,0.4722222222222222
5.0,0.3902439024390244
6.0,0.2826086956521739
7.0,0.42857142857142855
8.0,0.38095238095238093
9.0,0.5405405405405406
10.0,0.5555555555555556
11.0,0.48717948717948717
12.0,0.6451612903225806
13.0,0.5405405405405406
14.0,0.3902439024390244
15.0,0.37037037037037035
16.0,0.48484848484848486
17.0,0.5555555555555556
18.0,0.4838709677419355
19.0,0.43478260869565216
20.0,0.42105263157894735
21.0,0.4
22.0,0.55
23.0,0.47368421052631576
24.0,0.2962962962962963
25.0,0.5142857142857142
26.0,0.5925925925925926
27.0,0.5161290322580645
28.0,0.6666666666666666
29.0,0.38095238095238093
30.0,0.5263157894736842
31.0,0.45454545454545453
32.0,0.29411764705882354
33.0,0.7368421052631579
34.0,0.47368421052631576
35.0,0.5882352941176471
36.0,0.35
37.0,0.16666666666666666
38.0,0.5714285714285714
39.0,0.75
40.0,0.5
41.0,0.3
42.0,0.2
43.0,0.4
44.0,0.5
45.0,0.5
46.0,0.6
47.0,0.42857142857142855
48.0,0.5
49.0,0.8
50.0,0.2222222222222222
51.0,0.4
52.0,0.5
53.0,0.2
54.0,0.5555555555555556
55.0,0.38461538461538464
56.0,0.5555555555555556
57.0,0.8333333333333334
58.0,0.6666666666666666
59.0,0.5
60.0,0.375
61.0,0.42857142857142855
62.0,0.7
63.0,0.75
64.0,0.375
65.0,0.42857142857142855
66.0,0.2857142857142857
67.0,0.7333333333333333
68.0,0.5454545454545454
69.0,0.4
70.0,0.6666666666666666
71.0,0.29411764705882354
72.0,0.4666666666666667
73.0,0.4
74.0,0.4473684210526316
75.0,0.6666666666666666
76.0,0.5714285714285714
77.0,0.38095238095238093
78.0,0.4583333333333333
79.0,0.6190476190476191
80.0,0.5
81.0,0.4482758620689655
82.0,0.38235294117647056
83.0,0.5555555555555556
84.0,0.6071428571428571
85.0,0.5238095238095238
86.0,0.45714285714285713
87.0,0.3125
88.0,0.43243243243243246
89.0,0.4666666666666667
90.0,0.45161290322580644
91.0,0.5813953488372093
92.0,0.47368421052631576
93.0,0.6222222222222222
94.0,0.5348837209302325
95.0,0.5588235294117647
96.0,0.5161290322580645
97.0,0.45
98.0,0.5185185185185185
99.0,0.6
